id,name,supplier_id,category_id,quantity_per_unit,unit_price,stock,discontinued
335,"Broccoli, steamed, Region 2, Pure Composite, CY01079",8,3,38,10,99,False
336,"Broccoli, Cooked, Region 2, n/a, Yes, Vitamin E - NFY0104AB",22,1,9,197,163,False
337,"Broccoli, Cooked, Region 2, n/a, Yes, Proximates - NFY01049N",8,9,77,139,12,False
338,"Broccoli, Cooked, Region 2, n/a, Yes, Minerals - NFY01049P",15,1,42,197,18,False
339,"Broccoli, Cooked, Region 2, n/a, Yes, Sugar - NFY01049Q",56,9,55,81,114,False
340,"Broccoli, Cooked, Region 2, n/a, Yes, Fiber - NFY01049U",42,3,22,169,10,False
341,"Broccoli, Cooked, Region 2, n/a, Yes, Vitamin C - NFY01049V",11,2,50,52,137,False
342,"Broccoli, Cooked, Region 2, n/a, Yes, Thiamin - NFY01049W",28,1,65,123,26,False
343,"Broccoli, Cooked, Region 2, n/a, Yes, Riboflavin - NFY01049X",8,10,31,21,119,False
344,"Broccoli, Cooked, Region 2, n/a, Yes, Niacin - NFY0104A2",4,10,55,84,131,False
345,"Broccoli, Cooked, Region 2, n/a, Yes, Pantothenic Acid - NFY0104A3",2,11,76,51,51,False
346,"Broccoli, Cooked, Region 2, n/a, Yes, Vitamin B6 - NFY0104A4",47,10,36,93,1,False
347,"Broccoli, Cooked, Region 2, n/a, Yes, Folate - NFY0104A5",18,1,45,34,158,False
348,"Broccoli, Cooked, Region 2, n/a, Yes, Amino Acids - NFY0104A9",27,11,35,83,15,False
349,"Broccoli, Cooked, Region 2, n/a, Yes, Fatty Acids - NFY0104AA",11,8,60,139,102,False
350,"Broccoli, Cooked, Region 2, n/a, Yes, Carotenoids - NFY0104AC",57,1,7,135,160,False
351,"Broccoli, Cooked, Region 2, n/a, Yes, Vitamin K - NFY0104AH",41,11,30,29,140,False
352,"Broccoli, Cooked, Region 2, n/a, Yes, Selenium - NFY0104AJ",35,9,26,62,92,False
353,"Broccoli, Cooked, Region 2, n/a, Yes, Proximates - NFY0104AN",44,5,72,159,148,False
354,"Broccoli, Pass 2, Region 2, Pure Composite, CY010HH",19,8,34,44,133,False
355,"Broccoli, Pass 2, Region 2, CA1, NFY010DCV",34,10,42,47,169,False
356,"Broccoli, Pass 2, Region 2, CA1, NFY010DCW",23,1,18,13,73,False
357,"Broccoli, Pass 2, Region 2, CA1, NFY010DCX",55,2,30,96,51,False
358,"Broccoli, Pass 2, Region 2, OR/WA3, NFY010DCS",4,11,39,154,138,False
359,"Broccoli, Pass 2, Region 2, OR/WA3, NFY010DCT",48,7,3,82,68,False
360,"Broccoli, Pass 2, Region 2, OR/WA3, NFY010DCU",17,9,5,31,153,False
361,"Broccoli, Pass 2, Region 2, n/a, Yes, Proximates - NFY010D7D",23,1,72,83,150,False
362,"Broccoli, Pass 2, Region 2, n/a, Yes, Minerals - NFY010D7F",20,1,29,31,181,False
363,"Broccoli, Pass 2, Region 2, n/a, Yes, Sugar - NFY010D7G",33,4,54,83,84,False
364,"Broccoli, Pass 2, Region 2, n/a, Yes, Vitamin C - NFY010D7K",11,8,24,11,24,False
365,"Broccoli, Pass 2, Region 2, n/a, Yes, Thiamin - NFY010D7L",50,7,33,178,73,False
366,"Broccoli, Pass 2, Region 2, n/a, Yes, Riboflavin - NFY010D7M",44,11,72,111,87,False
367,"Broccoli, Pass 2, Region 2, n/a, Yes, Niacin - NFY010D7N",46,7,61,140,64,False
368,"Broccoli, Pass 2, Region 2, n/a, Yes, Pantothenic Acid - NFY010D7S",15,5,67,145,123,False
369,"Broccoli, Pass 2, Region 2, n/a, Yes, Vitamin B6 - NFY010D7T",53,10,64,61,22,False
370,"Broccoli, Pass 2, Region 2, n/a, Yes, Folate - NFY010D7U",20,10,16,158,136,False
371,"Broccoli, Pass 2, Region 2, n/a, Yes, Vitamin K - NFY010D7V",29,10,71,179,124,False
372,"Broccoli, Pass 2, Region 2, n/a, Yes, Vitamin E - NFY010D7W",21,4,77,145,94,False
373,"Broccoli, steamed, Pass 2, Region 2, Pure Composite, CY010HJ
",17,1,2,61,14,False
374,"Broccoli, Raw, Pass 2, Region 2, n/a, Yes, Carotenoids - NFY010GM1",18,3,21,179,149,False
375,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Proximates - NFY010D8W",10,5,74,30,162,False
376,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Minerals - NFY010D8X",34,8,9,137,191,False
377,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Sugar - NFY010D8Y",53,9,76,148,126,False
378,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Vitamin C - NFY010D92",23,1,54,14,62,False
379,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Thiamin - NFY010D93",47,2,38,96,66,False
380,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Riboflavin - NFY010D94",57,7,14,41,101,False
381,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Niacin - NFY010D95",36,2,7,181,22,False
382,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Pantothenic Acid - NFY010D9A",44,10,7,56,142,False
383,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Vitamin B6 - NFY010D9B",50,2,74,178,193,False
384,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Folate - NFY010D9C",40,10,63,197,88,False
385,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Vitamin E - NFY010D9D",46,11,79,72,32,False
386,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Carotenoids - NFY010D9H",13,9,43,122,32,False
387,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Vitamin K - NFY010D9J",49,10,30,104,147,False
388,"Broccoli, steamed, Pass 2, Region 2, n/a, Yes, Selenium - NFY010D9O",27,3,25,68,85,False
389,"Broccoli, Pass 2, Region 4, Pure Composite, CY010H3",37,8,50,53,79,False
390,"Broccoli, Pass 2, Region 4, PA2, NFY010D0E",21,8,59,22,135,False
391,"Broccoli, Pass 2, Region 4, PA4, NFY010D0G",35,3,57,107,191,False
392,"Broccoli, Pass 2, Region 4, PA4, NFY010D0H",30,4,50,169,69,False
393,"Broccoli, Pass 2, Region 4, NY/NJ1, NFY010D0F",47,11,33,26,167,False
394,"Broccoli, Pass 2, Region 4, n/a, Yes, Minerals - NFY010CVA",21,4,34,163,173,False
395,"Broccoli, Pass 2, Region 4, n/a, Yes, Sugar - NFY010CVB",60,6,65,148,165,False
396,"Broccoli, Pass 2, Region 4, n/a, Yes, Vitamin C - NFY010CVF",36,3,23,86,150,False
397,"Broccoli, Pass 2, Region 4, n/a, Yes, Thiamin - NFY010CVG",21,9,46,10,113,False
398,"Broccoli, Pass 2, Region 4, n/a, Yes, Riboflavin - NFY010CVH",21,6,18,19,48,False
399,"Broccoli, Pass 2, Region 4, n/a, Yes, Niacin - NFY010CVI",41,7,36,71,93,False
400,"Broccoli, Pass 2, Region 4, n/a, Yes, Pantothenic Acid - NFY010CVN",51,8,77,47,81,False
401,"Broccoli, Pass 2, Region 4, n/a, Yes, Vitamin B6 - NFY010CVO",36,3,18,84,106,True
402,"Broccoli, Pass 2, Region 4, n/a, Yes, Folate - NFY010CVP",53,1,49,151,173,False
403,"Broccoli, Pass 2, Region 4, n/a, Yes, Amino Acids - NFY010CVQ",29,10,62,190,78,False
404,"Broccoli, Pass 2, Region 4, n/a, Yes, Vitamin K - NFY010CVW",15,3,74,181,22,False
405,"Broccoli, Pass 2, Region 4, n/a, Yes, Vitamin E - NFY010CVX",46,7,25,168,94,False
406,"Broccoli, Pass 2, Region 4, n/a, Yes, Proximates - NFY010CV8",59,10,59,142,22,False
407,"Broccoli, steamed, Pass 2, Region 4, Pure Composite, CY010H4",1,3,75,35,126,False
408,"Broccoli, Raw, Pass 2, Region 4, n/a, Yes, Carotenoids - NFY010GMO",17,10,55,199,65,False
409,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Proximates - NFY010CW4",23,3,67,56,22,False
410,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Minerals - NFY010CW6",7,11,71,83,183,False
411,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Sugar - NFY010CW7",53,11,3,110,26,False
412,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Vitamin C - NFY010CWB",40,11,35,78,172,False
413,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Thiamin - NFY010CWC",52,3,44,15,102,False
414,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Riboflavin - NFY010CWD",20,9,76,183,178,False
415,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Niacin - NFY010CWE",57,11,68,120,154,False
416,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Pantothenic Acid - NFY010CWJ",4,3,36,94,154,False
417,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Vitamin B6 - NFY010CWK",1,9,78,9,94,False
418,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Folate - NFY010CWL",8,9,59,190,101,False
419,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Amino Acids - NFY010CWM",32,2,1,95,154,False
420,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Vitamin E - NFY010CWS",8,10,40,73,79,False
421,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Carotenoids - NFY010CWT",46,9,13,167,12,False
422,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Vitamin K - NFY010CWY",48,11,61,33,2,False
423,"Broccoli, steamed, Pass 2, Region 4, n/a, Yes, Selenium - NFY010CX0",45,3,27,77,21,False
424,"Broccoli, Pass 2, Region 3, Pure Composite, CY010HI",13,10,11,64,11,False
425,"Broccoli, Pass 2, Region 3, IL2, NFY010DCY",19,5,48,98,83,False
426,"Broccoli, Pass 2, Region 3, TX2, NFY010DCZ",16,1,43,103,42,False
427,"Broccoli, Pass 2, Region 3, TX2, NFY010DD0",28,8,25,74,99,False
428,"Broccoli, Pass 2, Region 3, TX2, NFY010DD1",9,9,50,6,27,False
429,"Broccoli, Pass 2, Region 3, TX3, NFY010DD2",11,3,74,44,70,False
430,"Broccoli, Pass 2, Region 3, TX3, NFY010DD3",30,9,24,89,89,False
431,"Broccoli, Pass 2, Region 3, TX3, NFY010DD4",54,11,13,26,87,False
432,"Broccoli, Raw, Pass 2, Region 3, n/a, Yes, Carotenoids - NFY010GMB",54,3,15,56,34,False
433,"Broccoli, Pass 2, Region 3, n/a, Yes, Proximates - NFY010D84",13,1,2,109,40,False
434,"Broccoli, Pass 2, Region 3, n/a, Yes, Minerals - NFY010D86",46,2,37,35,21,False
435,"Broccoli, Pass 2, Region 3, n/a, Yes, Sugar - NFY010D87",4,2,3,138,101,False
436,"Broccoli, Pass 2, Region 3, n/a, Yes, Vitamin C - NFY010D8B",14,1,57,104,52,False
437,"Broccoli, Pass 2, Region 3, n/a, Yes, Thiamin - NFY010D8C",19,11,23,182,194,False
438,"Broccoli, Pass 2, Region 3, n/a, Yes, Riboflavin - NFY010D8D",8,10,52,175,152,False
439,"Broccoli, Pass 2, Region 3, n/a, Yes, Niacin - NFY010D8E",48,5,10,11,52,False
440,"Broccoli, Pass 2, Region 3, n/a, Yes, Pantothenic Acid - NFY010D8J",26,9,67,187,157,False
441,"Broccoli, Pass 2, Region 3, n/a, Yes, Vitamin B6 - NFY010D8K",55,9,68,80,184,False
442,"Broccoli, Pass 2, Region 3, n/a, Yes, Folate - NFY010D8L",34,3,36,189,23,False
443,"Broccoli, Pass 2, Region 3, n/a, Yes, Vitamin K - NFY010D8M",59,5,50,125,23,False
444,"Broccoli, raw",23,10,4,20,75,False
445,"MILK, 1%(WAVE 22E)",30,5,23,146,56,False
446,"MILK, 1% (WAVE 22E)",45,1,70,32,60,False
447,"MILK, 1%",44,2,9,181,155,False
448,"MILK, SKIM ",37,3,37,153,80,False
449,"MILK, 1% ",1,2,33,29,9,False
450,"Milk, skim",2,1,2,113,174,False
451,"MILK, SKIM (WAVE 22E)",38,4,70,163,12,False
452,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",31,11,64,159,50,False
453,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",1,10,4,113,183,False
454,"MILK, WHOLE (WAVE 22E)",20,7,23,144,154,False
455,"MILK, WHOLE ",49,1,2,87,32,False
456,"Milk, Whole",29,10,66,100,74,False
457,"Milk, whole, 3.25% milkfat, with added vitamin D",3,1,11,92,37,False
458,"HOT DOGS, BEEF, BALL PARK ANGUS",43,9,46,5,39,False
459,Hot dogs beef,2,5,59,197,102,False
460,"Hot dogs, beef - NFY1211DA",45,11,36,44,31,False
461,"Hot dogs, beef - NFY1211DZ",46,8,67,39,82,False
462,"Hot dogs, beef - NFY1211CK",23,2,6,187,131,False
463,"Hot dogs, beef - NFY1211DF",48,11,39,186,35,False
464,"Hot dogs, beef - NFY1211DN",9,9,72,58,65,False
465,"Hot dogs, beef - NFY1211DO",26,3,50,160,88,False
466,"Hot dogs, beef - NFY1211DP",49,5,3,128,113,False
467,"Hot dogs, beef - NFY1211C1",42,2,30,88,127,False
468,"Hot dogs, beef - NFY1211C9",15,3,19,20,23,False
469,"Hot dogs, beef - NFY1211CA",57,5,65,49,76,False
470,"Hot dogs, beef - NFY1211CB",60,7,71,157,77,False
471,"HOT DOGS, BEEF, OSCAR MAYER PREMIUM JUMBO",55,9,12,91,14,False
472,"Hot dogs, beef - NFY1211F6",21,10,62,137,142,False
473,"Hot dogs, beef - NFY1211FU",8,11,42,30,20,False
474,"Hot dogs, beef - NFY1211CP",39,5,26,150,135,False
475,"Hot dogs, beef - NFY1211CQ",20,2,51,192,83,False
476,"Hot dogs, beef - NFY1211CZ",50,9,74,84,148,False
477,"Hot dogs, beef - NFY1211D0",48,1,1,46,134,False
478,"Hot dogs, beef - NFY1211D1",55,7,33,151,175,False
479,"Hot dogs, beef - NFY1211CY",24,11,3,152,105,False
480,"Hot dogs, beef - NFY1211E4",49,9,67,121,86,False
481,"Hot dogs, beef - NFY1211ED",5,10,31,114,109,False
482,"Hot dogs, beef - NFY1211EE",43,5,3,194,43,False
483,"Hot dogs, beef - NFY1211EF",55,10,23,187,32,False
484,"Hot dogs, beef - NFY1211EM",41,11,15,10,194,False
485,"Hot dogs, beef - NFY1211EN",2,1,64,57,8,False
486,"Hot dogs, beef - NFY1211EV",38,9,63,114,65,False
487,"Hot dogs, beef - NFY1211EW",47,9,13,29,91,False
488,"Hot dogs, beef - NFY1211EX",48,2,77,199,110,False
489,"Hot dogs, beef - NFY1211FB",48,11,48,125,184,False
490,"Hot dogs, beef - NFY1211FI",25,4,73,166,114,False
491,"Hot dogs, beef - NFY1211FJ",14,9,24,157,65,False
492,"Hot dogs, beef - NFY1211FK",36,2,66,93,10,False
493,"HOT DOGS, BEEF, HEBREW NATIONAL",40,9,18,177,126,False
494,"Hot dogs, beef - NFY1211HS",7,5,73,159,113,False
495,"Hot dogs, beef - NFY1211FZ",6,3,63,198,55,False
496,"Hot dogs, beef - NFY1211G7",20,1,16,62,176,False
497,"Hot dogs, beef - NFY1211G8",53,5,15,186,156,False
498,"Hot dogs, beef - NFY1211HB",36,4,66,193,148,False
499,"Hot dogs, beef - NFY1211HI",17,3,40,186,193,False
500,"Hot dogs, beef - NFY1211HJ",22,2,21,42,131,False
501,"Hot dogs, beef - NFY1211GH",30,9,11,76,45,True
502,"Hot dogs, beef - NFY1211H6",14,10,63,138,169,False
503,"Hot dogs, beef - NFY1211GM",51,1,58,57,26,False
504,"Hot dogs, beef - NFY1211GN",9,11,47,23,120,False
505,"Hot dogs, beef - NFY1211GW",42,10,21,59,199,False
506,"Hot dogs, beef - NFY1211GX",34,9,2,134,106,False
507,"Frankfurter, beef, unheated",8,4,44,50,12,False
508,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",4,7,7,189,52,False
509,Almonds dry roasted salted,53,9,19,79,119,False
510,"Almonds, dry roasted, salted",32,3,60,169,191,False
511,"Almonds, dry roasted, salted - NFY1213KJ",13,3,74,190,191,False
512,"Almonds, dry roasted, salted - NFY1213KL",10,11,25,90,187,False
513,"Almonds, dry roasted, salted - NFY1213KM",2,3,64,157,115,False
514,"Almonds, dry roasted, salted - NFY1213KN",6,9,25,34,16,False
515,"Almonds, dry roasted, salted - NFY1213KD",18,10,28,170,38,False
516,"Almonds, dry roasted, salted - NFY1213JX",6,3,46,38,141,False
517,"Almonds, dry roasted, salted - NFY1213JY",15,11,77,58,62,False
518,"Almonds, dry roasted, salted - NFY1213JZ",33,6,31,176,169,False
519,"Almonds, dry roasted, salted - NFY1213K0",12,11,43,94,142,False
520,"Almonds, dry roasted, salted - NFY1213K1",60,2,48,155,106,False
521,"Almonds, dry roasted, salted - NFY1213JQ",22,5,25,30,120,False
522,"ALMONDS, DRY ROASTED, SALTED, EMERALD",49,3,68,172,54,False
523,"Almonds, dry roasted, salted - NFY1213J7",1,1,2,183,19,False
524,"Almonds, dry roasted, salted - NFY1213J8",29,11,56,54,137,False
525,"Almonds, dry roasted, salted - NFY1213J9",33,7,43,104,81,False
526,"Almonds, dry roasted, salted - NFY1213JA",58,10,2,138,54,False
527,"Almonds, dry roasted, salted - NFY1213J1",25,1,22,83,196,False
528,"Almonds, Dry Roasted, Salted, Blue Diamond - KY, CA2",59,2,21,22,189,False
529,"ALMONDS, DRY ROASTED, SALTED, STORE BRAND",60,9,33,119,178,False
530,"Almonds, dry roasted, salted - NFY1213IJ",12,5,56,18,16,False
531,"Almonds, dry roasted, salted - NFY1213IK",12,9,69,181,172,False
532,"Almonds, dry roasted, salted - NFY1213IL",23,9,38,139,36,False
533,"Almonds, dry roasted, salted - NFY1213IM",47,9,39,21,87,False
534,"Almonds, dry roasted, salted - NFY1213ID",4,1,41,167,163,False
535,"Almonds, Dry Roasted, Salted, Emerald - GA, NJ",13,5,78,152,15,False
536,"Almonds, dry roasted, salted - NFY1213I1",38,2,19,20,143,False
537,"Almonds, dry roasted, salted - NFY1213I3",20,1,8,148,146,False
538,"Almonds, dry roasted, salted - NFY1213I4",41,10,22,171,116,False
539,"Almonds, dry roasted, salted - NFY1213I5",48,11,47,112,175,False
540,"Almonds, dry roasted, salted - NFY1213I6",13,9,1,98,169,False
541,"Almonds, dry roasted, salted - NFY1213HU",39,5,72,150,144,False
542,"Almonds, dry roasted, salted - NFY1213I7",14,5,45,96,150,False
543,"Almonds, dry roasted, salted - NFY1213HV",53,3,50,96,166,False
544,"Almonds, dry roasted, salted - NFY1213LE",38,7,10,90,42,False
545,"Almonds, dry roasted, salted - NFY1213LG",2,9,6,157,151,False
546,"Almonds, dry roasted, salted - NFY1213LH",46,9,23,133,93,False
547,"Almonds, dry roasted, salted - NFY1213LI",31,1,69,160,116,False
548,"Almonds, dry roasted, salted - NFY1213L8",49,7,67,24,51,False
549,"ALMONDS, DRY ROASTED, SALTED, SNACK ARTIST",57,10,32,117,171,False
550,"Almonds, dry roasted, salted - NFY1213KZ",50,9,34,28,85,False
551,"Almonds, dry roasted, salted - NFY1213L0",42,9,66,124,123,False
552,"Almonds, dry roasted, salted - NFY1213L1",21,3,33,134,19,False
553,"Almonds, dry roasted, salted - NFY1213L2",28,2,30,127,85,False
554,"Almonds, dry roasted, salted - NFY1213KT",16,9,14,21,113,False
555,"ALMONDS, DRY ROASTED, SALTED, GREAT VALUE",43,11,3,180,41,False
556,"Almonds, dry roasted, salted - NFY1213M0",21,4,30,42,178,False
557,"Almonds, dry roasted, salted - NFY1213M1",9,1,61,134,109,False
558,"Almonds, dry roasted, salted - NFY1213M2",15,2,28,144,26,False
559,"Almonds, dry roasted, salted - NFY1213M3",21,2,24,122,0,False
560,"Almonds, dry roasted, salted - NFY1213M4",8,8,58,173,81,False
561,"Almonds, dry roasted, salted - NFY1213LU",9,6,27,111,144,False
562,"Nuts, almonds, dry roasted, with salt added",51,8,8,177,148,False
563,"CHEESE, RICOTTA, WHOLE MILK, GALBANI",40,7,18,178,63,False
564,"CHEESE, RICOTTA, WHOLE MILK, SORRENTO",43,5,41,32,81,False
565,Ricotta cheese whole milk - NFY1216UC,42,5,74,135,59,False
566,Ricotta cheese whole milk - NFY1216VM,31,3,9,125,17,False
567,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O",14,11,44,41,50,False
568,"Ricotta cheese, whole milk - NFY1216W7",57,11,47,46,8,False
569,Ricotta cheese whole milk - NFY1216WD,16,1,10,11,94,False
570,"Ricotta cheese, whole milk",54,1,40,199,82,False
571,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER",46,8,66,59,11,False
572,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE",51,1,7,104,14,False
573,Ricotta cheese whole milk - NFY1216WV,28,7,12,49,27,False
574,Ricotta cheese whole milk - NFY1216XZ,48,10,63,43,77,False
575,Ricotta cheese whole milk - NFY1216XI,23,6,2,14,131,False
576,"Ricotta cheese, whole milk - NFY1216UY",32,2,60,91,80,False
577,"Ricotta cheese, whole milk - NFY1216UZ",60,9,42,13,25,False
578,Ricotta cheese whole milk - NFY1216V4,3,5,13,105,175,False
579,"Cheese, ricotta, whole milk",42,7,48,115,57,False
580,"KALE, FRESH, UNPREPARED",50,2,76,14,42,False
581,Kale - NFY1212EC,42,9,48,67,176,False
582,Kale,16,2,73,30,30,False
583,"Kale, Fresh, Unprepared - VA, TX",13,1,64,8,151,False
584,Kale - NFY1212CI,38,10,57,61,164,False
585,"Kale, Fresh, Unprepared - PA, CA1",39,6,6,25,87,False
586,Kale - NFY1212DW,10,2,75,33,124,False
587,Kale - NFY1212DX,31,2,68,47,13,False
588,Kale - NFY1212DY,47,10,34,37,81,False
589,Kale - NFY1212DZ,42,3,34,183,192,False
590,Kale - NFY1212DQ,19,5,30,72,0,False
591,Kale - NFY1212E0,17,1,47,192,8,False
592,Kale - NFY1212DR,40,5,27,114,196,False
593,"Kale, Fresh, Unprepared - AZ, NE",38,9,29,27,169,False
594,Kale - NFY1212CY,7,11,6,179,148,False
595,Kale - NFY1212CZ,2,10,8,90,21,False
596,Kale - NFY1212D0,8,1,56,164,51,False
597,Kale - NFY1212D1,57,9,11,158,79,False
598,Kale - NFY1212D2,8,5,3,165,152,False
599,Kale - NFY1212CS,39,2,39,109,108,False
600,Kale - NFY1212D3,34,2,41,163,25,False
601,Kale - NFY1212CT,12,2,37,162,47,True
602,"Kale, Fresh, Unprepared - CA2",28,8,30,46,137,False
603,Kale - NFY1212ES,24,1,22,55,60,False
604,Kale - NFY1212EU,12,10,1,94,105,False
605,Kale - NFY1212EV,14,8,4,182,170,False
606,Kale - NFY1212EW,3,4,55,66,55,False
607,Kale - NFY1212EM,35,1,35,110,82,False
608,Kale - NFY1212EX,3,10,32,37,162,False
609,Kale - NFY1212EN,17,11,38,164,167,False
610,"Kale, Fresh, Unprepared - GA, NJ",7,2,64,65,83,False
611,"Kale, raw",54,9,24,51,53,False
612,"EGG, LIQUID WHOLE, Producer C, LOT 3",32,1,71,172,58,False
613,"LIQUID WHOLE EGG (PLAIN, NO SALT OR SUGAR)",47,3,52,135,71,False
614,Whole eggs,6,3,5,104,198,False
615, Whole eggs,40,1,25,64,180,False
616,"EGG, LIQUID WHOLE, Producer D, LOT 3",39,5,5,97,116,False
617,"EGG, LIQUID WHOLE, Producer D",25,10,14,102,36,False
618,"EGG, LIQUID WHOLE, Producer C",2,9,67,53,35,False
619,"EGG, LIQUID WHOLE, Producer A, LOT 2",20,10,31,14,57,False
620,"EGG, LIQUID WHOLE, Producer A",53,1,24,180,13,False
621,"EGG, LIQUID WHOLE, Producer F, LOT 3",2,3,37,111,89,False
622,"EGG, LIQUID WHOLE, Producer B, LOT 3",35,9,12,197,7,False
623,"EGG, LIQUID WHOLE, Producer F",30,6,63,43,155,False
624,"EGG, LIQUID WHOLE, Producer B",55,10,3,135,43,False
625,"Egg, whole, raw, frozen, pasteurized",14,8,36,184,150,False
626,"EGG, LIQUID WHITE, Producer D, LOT 3",43,4,32,111,104,False
627,LIQUID EGG WHITE (WITHOUT WHIPPING AGENTS),29,10,4,101,158,False
628, Egg whites,50,3,16,177,118,False
629,Egg whites,57,5,28,169,190,False
630,"EGG, LIQUID WHITE, Producer C, LOT 3",5,1,39,85,7,False
631,"EGG, LIQUID WHITE, Producer E, LOT 1",2,9,30,169,135,False
632,"EGG, LIQUID WHITE, Producer A, LOT 3",59,5,72,104,76,False
633,"EGG, LIQUID WHITE, Producer F, LOT 3",19,2,4,23,52,False
634,"EGG, LIQUID WHITE, Producer B, LOT 3",43,9,37,191,7,False
635,"Egg, white, raw, frozen, pasteurized",32,11,2,18,55,False
636,"EGG, DRIED WHITE STABILIZED, Producer C, LOT 3",16,10,28,48,51,False
637,DRIED STABILIZED EGG WHITE,31,5,74,9,57,False
638,Egg whites dried,39,3,59,31,4,False
639," Egg whites, dried",3,10,69,26,98,False
640,"Egg whites, dried",10,10,63,141,150,False
641,"EGG, DRIED WHITE STABILIZED, Producer E, LOT 3",1,4,31,116,141,False
642,"EGG, DRIED WHITE STABILIZED, Producer E",29,1,69,59,113,False
643,"EGG, DRIED WHITE STABILIZED, Producer C",40,5,40,34,102,False
644,"EGG, DRIED WHITE STABILIZED, Producer D, LOT 3",54,2,52,40,164,False
645,"EGG, DRIED WHITE STABILIZED, Producer D",51,11,79,6,139,False
646,"EGG, DRIED WHITE STABILIZED, Producer B, LOT 3",54,5,24,6,84,False
647,"EGG, DRIED WHITE STABILIZED, Producer B",45,2,59,111,169,False
648,"EGG, DRIED WHITE STABILIZED, Producer A, LOT 3",59,2,50,26,197,False
649,"EGG, DRIED WHITE STABILIZED, Producer A",35,8,37,81,166,False
